City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,lashio,22.9333,97.75,292.71,58,1,0.6,MM,1683497296
365,pudozh,61.8099,36.5345,272.53,79,61,1.48,RU,1683497398
366,rawai,7.7797,98.3253,304.25,99,100,3.02,TH,1683497398
367,cooma,-36.2333,149.1333,275.44,86,88,8.41,AU,1683497398
368,zhukovo,55.0318,36.744,272.3,67,10,1.04,RU,1683497398
369,trairi,-3.2778,-39.2689,298.87,79,89,3.08,BR,1683497279
370,siwa oasis,29.2041,25.5195,294.22,45,0,5.8,EG,1683497399
371,opuwo,-18.0607,13.84,292.69,33,19,1.47,NA,1683497399
372,papao,-17.75,-149.55,302.97,77,18,6.6,PF,1683497317
373,guacimo,10.2104,-83.6807,303.5,76,100,1.79,CR,1683497399
374,spirovo,57.419,34.9766,272.4,84,34,2.15,RU,1683497399
375,cambria,35.5641,-121.0808,297.56,78,37,3.58,US,1683497399
376,pago pago,-14.2781,-170.7025,302.7,84,75,3.6,AS,1683497116
377,dondaicha,21.3333,74.5667,301.44,64,44,8.63,IN,1683497399
378,blackwater,-23.5833,148.8833,285.89,32,0,6.28,AU,1683497400
379,borujerd,33.8973,48.7516,288.11,31,0,1.7,IR,1683497400
380,caluula,11.9661,50.7569,301.65,63,29,4.17,SO,1683497400
381,novodvinsk,64.4165,40.8122,271.1,96,21,1.91,RU,1683497400
382,sechura,-5.5569,-80.8222,301.84,60,56,6.25,PE,1683497401
383,new norfolk,-42.7826,147.0587,281.32,73,91,0.45,AU,1683497401
384,brookings,44.3114,-96.7984,296.69,48,0,5.14,US,1683497362
385,khandyga,62.6667,135.6,273.74,98,100,2.8,RU,1683497311
386,guajara mirim,-10.7828,-65.3394,297.8,97,100,0.96,BR,1683497115
387,fauske,67.2588,15.3918,280.17,97,100,3.1,NO,1683497404
388,huntington beach,33.6603,-117.9992,297.32,60,20,6.17,US,1683497405
389,salavat,53.3837,55.9077,274.88,69,100,2.67,RU,1683497407
390,demak,-6.8909,110.6396,300.13,92,62,2.75,ID,1683497409
391,belize city,17.4995,-88.1976,301.49,73,50,5.67,BZ,1683497416
392,hassi messaoud,31.6804,6.0729,308.07,10,75,10.29,DZ,1683497417
393,lakhipur,26.0299,90.3041,296.82,57,13,3.6,IN,1683497418
394,port moresby,-9.4431,147.1797,299.15,83,29,1.35,PG,1683497419
395,balaklava,44.5,33.6,284.47,61,99,4.08,UA,1683497421
396,altai,46.3722,96.2583,272.36,66,44,2.34,MN,1683497421
397,poronaysk,49.2167,143.1167,279.25,57,26,1.05,RU,1683497421
398,mhamid,29.82,-5.72,302.55,13,0,3.72,MA,1683497422
399,vila franca do campo,37.7167,-25.4333,291.38,93,100,5.04,PT,1683497422
400,port shepstone,-30.7414,30.455,292.33,76,100,3.51,ZA,1683497422
401,acarau,-2.8856,-40.12,299.13,79,87,4.96,BR,1683497423
402,bauchi,10.5,10.0,302.62,27,23,1.61,NG,1683497423
403,chul'man,56.8479,124.9104,269.83,90,76,4.14,RU,1683497424
404,sajir,25.1825,44.5996,303.21,14,95,0.84,SA,1683497424
405,beau vallon,-20.4189,57.6953,298.28,83,75,4.63,MU,1683497137
406,maragogi,-9.0122,-35.2225,298.56,77,9,3.51,BR,1683497187
407,fairfield,41.2668,-73.3162,296.66,44,20,7.2,US,1683497275
408,kunduz,36.75,68.75,290.65,44,87,2.63,AF,1683497426
409,touros,-5.1989,-35.4608,300.04,77,63,6.13,BR,1683497427
410,kurumkan,54.3,110.3,275.34,66,54,1.12,RU,1683497427
411,kavaratti,10.5669,72.642,301.99,66,62,4.93,IN,1683497427
412,ixtapa,20.7,-105.2,301.72,65,0,4.12,MX,1683497428
413,burgersdorp,-30.9977,26.3286,285.86,82,100,1.47,ZA,1683497428
414,laojunmiao,39.8333,97.7333,277.52,64,100,2.73,CN,1683497218
415,palmer,42.1584,-72.3287,296.52,29,75,3.09,US,1683497310
416,new kingman-butler,35.265,-114.0323,298.61,11,0,6.17,US,1683497431
417,yuzhno-kurilsk,44.0306,145.8556,276.04,85,100,3.23,RU,1683497431
418,rawson,-43.3002,-65.1023,285.05,66,94,5.46,AR,1683497432
419,yangambi,0.8102,24.4336,295.04,96,87,1.22,CD,1683497432
420,achinsk,56.2694,90.4993,284.23,59,48,3.07,RU,1683497433
421,machico,32.7,-16.7667,294.1,69,20,9.77,PT,1683497433
422,barra do bugres,-15.0725,-57.1811,299.12,78,29,1.15,BR,1683497435
423,san patricio,28.017,-97.5169,302.68,62,97,7.55,US,1683497435
424,rouiba,36.7383,3.2808,289.16,88,20,1.54,DZ,1683497435
425,shingu,33.7333,135.9833,288.23,80,74,4.24,JP,1683497436
426,motueka,-41.1333,173.0167,290.98,98,100,1.41,NZ,1683497436
427,tura,25.5198,90.2201,296.06,40,11,2.03,IN,1683497304
428,tolanaro,-25.0319,46.9987,293.76,90,0,4.41,MG,1683497302
429,zag,46.9441,99.165,274.68,100,100,1.77,MN,1683497437
430,lerwick,60.1545,-1.1494,281.15,94,100,10.19,GB,1683497305
431,lagos,6.5833,3.75,299.03,88,68,2.23,NG,1683497439
432,yorosso,12.3536,-4.7761,302.83,44,100,2.6,ML,1683497439
433,sambava,-14.2667,50.1667,296.03,88,7,4.53,MG,1683497439
434,palikir - national government center,6.9248,158.1611,301.62,83,100,2.06,FM,1683497440
435,danilov,58.1908,40.1717,271.61,78,25,2.31,RU,1683497440
436,yatou,37.15,122.3833,284.35,66,90,3.54,CN,1683497440
437,ha'il,27.5219,41.6907,296.85,16,0,1.12,SA,1683497441
438,qamdo,31.1667,97.2333,272.86,54,56,2.37,CN,1683497441
439,darhan,49.4867,105.9228,283.83,49,100,1.86,MN,1683497441
440,recani,31.2846,-4.2688,298.93,18,60,5.47,MA,1683497307
441,bryan,30.6744,-96.37,302.97,54,0,6.69,US,1683497441
442,santa marta,11.2408,-74.199,306.18,66,75,8.23,CO,1683497187
443,andergrove,-21.0833,149.1833,292.4,61,5,8.44,AU,1683497441
444,bay roberts,47.5999,-53.2648,280.74,64,99,4.47,CA,1683497442
445,quellon,-43.1167,-73.6167,280.29,93,40,0.0,CL,1683497442
446,baglung,28.2719,83.5898,290.48,56,0,2.95,NP,1683497442
447,pandan,14.0453,124.1694,299.44,83,76,2.47,PH,1683497442
448,las toscas,-28.3529,-59.258,291.23,81,53,2.59,AR,1683497442
449,wuzhou,23.4833,111.3167,291.22,92,100,1.69,CN,1683497442
450,broken hill,-31.95,141.4333,277.69,70,0,3.97,AU,1683497316
451,inhambane,-23.865,35.3833,294.77,80,2,2.43,MZ,1683497317
452,rongelap,11.1635,166.8941,300.44,79,58,8.15,MH,1683497443
453,harper,4.375,-7.7169,300.09,81,100,2.84,LR,1683497309
454,inirida,3.8653,-67.9239,301.78,73,54,0.13,CO,1683497443
455,tangermunde,52.5446,11.9765,282.56,58,83,0.45,DE,1683497438
456,boujniba,32.9005,-6.7746,288.14,78,99,7.68,MA,1683497443
457,konz,49.7,6.5833,288.69,96,100,1.29,DE,1683497443
458,zelenogradsk,54.9589,20.4767,280.91,66,0,1.0,RU,1683497443
459,yurty,56.0498,97.6348,279.25,65,43,1.16,RU,1683497443
460,taoudenni,22.6783,-3.9836,309.7,8,72,4.3,ML,1683497444
461,st. john's,47.5649,-52.7093,280.53,67,92,1.34,CA,1683497294
462,nizhniy kuranakh,58.8353,125.4869,271.19,89,98,3.34,RU,1683497444
463,preobrazheniye,42.9019,133.9064,282.05,55,0,0.6,RU,1683497444
464,mount vernon,40.9126,-73.8371,297.95,50,75,6.17,US,1683497444
465,midvagur,62.0511,-7.1939,282.61,93,100,5.14,FO,1683497444
466,yaren,-0.5472,166.916,301.88,74,75,3.13,NR,1683497444
467,rabo de peixe,37.8,-25.5833,290.88,94,75,6.17,PT,1683497444
468,bodo,67.28,14.405,280.17,97,75,6.69,NO,1683497445
469,saint-philippe,-21.3585,55.7679,296.92,84,100,4.49,RE,1683497445
470,chopinzinho,-25.8558,-52.5233,292.58,88,80,2.13,BR,1683497445
471,petropavlovsk-kamchatsky,53.0452,158.6483,280.48,53,75,2.0,RU,1683497445
472,malango,-2.9627,119.9001,293.33,97,100,0.57,ID,1683497297
473,kikvidze,50.7416,43.0518,278.47,58,100,5.27,RU,1683497445
474,el bauga,18.262,33.9081,303.4,13,15,8.25,SD,1683497445
475,kasimov,54.9411,41.3953,272.74,72,5,1.79,RU,1683497445
476,zouerate,22.7187,-12.4521,300.78,20,0,4.91,MR,1683497446
477,weno,7.4515,151.8468,303.12,79,40,3.09,FM,1683497446
478,yangjiang,21.85,111.9667,294.97,88,99,4.56,CN,1683497446
479,zheleznodorozhnyy,55.7503,38.0042,276.13,67,7,1.64,RU,1683497446
480,karratha,-20.7377,116.8463,297.16,38,61,6.93,AU,1683497446
481,happy valley-goose bay,53.3168,-60.3315,275.47,87,100,3.14,CA,1683497293
482,tamanrasset,22.785,5.5228,298.1,10,0,0.0,DZ,1683497446
483,veraval,20.9,70.3667,300.44,74,11,5.41,IN,1683497305
484,hinton,53.4001,-117.5857,285.33,62,100,0.52,CA,1683497246
485,qal'ah-ye shahr,35.5473,65.5676,276.6,81,5,1.82,AF,1683497446
486,daru,-9.0763,143.2092,300.5,86,64,5.65,PG,1683497299
487,nieuw amsterdam,5.8833,-55.0833,299.34,90,40,1.03,SR,1683497447
488,altagracia de orituco,9.8601,-66.3814,303.3,52,84,2.14,VE,1683497447
489,tazacorte,28.629,-17.9293,293.69,87,40,11.32,ES,1683497295
490,monte azul,-15.155,-42.8747,299.33,42,53,1.75,BR,1683497447
491,lubuklinggau,-3.3,102.8667,296.64,83,100,0.8,ID,1683497236
492,shimokizukuri,40.8061,140.3861,279.0,90,100,5.22,JP,1683497447
493,grootfontein,-19.5667,18.1167,289.48,58,14,0.74,NA,1683497447
494,mangrol,21.1167,70.1167,300.41,73,6,5.16,IN,1683497353
495,masuguru,-11.3667,38.4167,296.54,73,100,1.35,TZ,1683497448
496,jhang sadr,31.2715,72.3284,295.0,52,0,7.67,PK,1683497448
497,kagizman,40.1567,43.1342,283.3,78,4,2.13,TR,1683497448
498,bodaybo,57.8506,114.1933,274.42,93,100,1.93,RU,1683497448
499,mouila,-1.8685,11.0559,297.15,96,79,0.43,GA,1683497354
500,cooper's town,26.8667,-77.5167,295.67,62,0,9.14,BS,1683497448
501,tayshet,55.9342,98.0044,279.16,67,35,1.33,RU,1683497448
502,staryye ozinki,51.1786,49.6769,280.46,43,100,6.32,RU,1683497449
503,bulancak,40.9372,38.2291,288.05,82,75,3.6,TR,1683497449
504,lazaro cardenas,17.9583,-102.2,304.67,50,13,5.49,MX,1683497122
505,koson,39.0375,65.585,287.33,48,1,2.52,UZ,1683497449
506,huarmey,-10.0681,-78.1522,297.51,78,67,5.37,PE,1683497449
507,mezhdurechensk,53.6942,88.0603,281.84,78,1,1.13,RU,1683497449
508,zeya,53.75,127.2667,276.04,81,100,6.35,RU,1683497449
509,shenjiamen,29.9576,122.298,288.11,87,95,7.42,CN,1683497450
510,driefontein,-27.0177,30.4498,284.73,97,87,0.79,ZA,1683497450
511,raton,36.9034,-104.4391,298.34,8,0,11.83,US,1683497450
512,noumea,-22.2763,166.4572,297.14,99,40,0.94,NC,1683497159
513,quarai,-30.3875,-56.4514,288.02,94,90,1.64,BR,1683497450
514,pionerskiy,54.9508,20.2275,280.79,66,4,4.19,RU,1683497450
515,nar'yan-mar,67.6713,53.087,264.62,95,16,4.17,RU,1683497286
516,yeppoon,-23.1333,150.7333,288.03,40,80,6.02,AU,1683497450
517,el porvenir,13.7617,-87.3458,307.78,16,85,5.05,HN,1683497451
518,okhotsk,59.3833,143.3,274.85,82,22,2.06,RU,1683497451
519,fort wellington,6.4,-57.6,298.57,90,91,4.77,GY,1683497451
520,ravar,31.2656,56.8055,294.62,14,0,0.56,IR,1683497451
521,nogliki,51.8333,143.1667,277.57,66,97,1.98,RU,1683497331
522,gazojak,41.1875,61.4036,292.19,36,0,1.53,TM,1683497451
523,akjoujt,19.6969,-14.4164,304.66,10,0,4.82,MR,1683497451
524,southside,33.9245,-86.0225,302.86,56,20,4.63,US,1683497451
525,neryungri,56.6709,124.6491,270.62,86,75,5.56,RU,1683497452
526,vernon,50.2581,-119.2691,291.09,49,100,1.79,CA,1683497424
527,bom jesus,-9.0744,-44.3586,300.41,57,88,0.38,BR,1683497452
528,torghay,49.6339,63.4981,290.41,36,15,3.43,KZ,1683497452
529,toyooka,35.5333,134.8333,284.27,92,100,5.86,JP,1683497452
530,flin flon,54.7682,-101.865,291.39,32,88,4.08,CA,1683497452
531,waingapu,-9.6567,120.2641,298.71,87,43,5.39,ID,1683497452
532,isabel segunda,18.1491,-65.4427,302.36,66,8,3.91,PR,1683497452
533,faqirwali,29.4663,73.034,300.31,19,0,1.48,PK,1683497453
534,tomatlan,19.9333,-105.25,305.94,48,1,4.33,MX,1683497289
535,oppdal,62.5943,9.6912,274.8,66,3,2.98,NO,1683497453
536,rocha,-34.4833,-54.3333,288.35,83,100,2.98,UY,1683497441
537,gedo,9.0167,37.45,285.3,92,96,0.74,ET,1683497453
538,gizo,-8.103,156.8419,302.26,73,75,2.63,SB,1683497299
539,ladario,-19.0047,-57.6017,300.31,78,0,1.54,BR,1683497199
540,sibiti,-3.6819,13.3499,294.82,97,74,0.16,CG,1683497453
541,kashgar,39.4547,75.9797,284.37,31,100,1.41,CN,1683497454
542,concepcion,-36.827,-73.0498,287.04,82,0,3.09,CL,1683497454
543,camiri,-20.05,-63.5167,290.03,94,100,0.0,BO,1683497454
544,binzhou,37.3667,118.0167,286.36,37,100,1.81,CN,1683497454
545,xichang,27.8964,102.2634,289.01,79,48,0.52,CN,1683497454
546,giarmata,45.8383,21.3108,285.9,100,0,1.34,RO,1683497454
547,nguigmi,14.2495,13.1092,302.77,19,88,3.76,NE,1683497454
548,shkurinskaya,46.5858,39.3599,283.08,91,100,6.5,RU,1683497454
549,mil'kovo,55.6078,37.7956,276.12,61,6,1.39,RU,1683497315
550,carauari,-4.8828,-66.8958,298.71,94,58,0.74,BR,1683497221
551,altay,47.8667,88.1167,277.81,72,79,2.36,CN,1683497455
552,puerto colombia,10.9878,-74.9547,302.2,82,100,8.63,CO,1683497455
553,puerto baquerizo moreno,-0.9,-89.6,299.7,89,75,3.09,EC,1683497370
554,tabora,-5.0167,32.8,291.9,75,44,1.33,TZ,1683497455
555,patterson,37.4716,-121.1297,295.75,54,100,1.28,US,1683497455
556,alice springs,-23.7,133.8833,277.9,65,0,6.29,AU,1683497294
557,jasper,37.2001,-94.3502,302.6,58,100,7.72,US,1683497456
558,dzhalagash,45.0833,64.6667,291.42,16,0,1.88,KZ,1683497456
559,scarborough,54.2797,-0.4044,285.81,88,91,6.26,GB,1683497456
560,lavras,-21.2453,-44.9997,291.11,80,26,2.25,BR,1683497456
561,betio village,1.358,172.9211,304.17,79,65,6.07,KI,1683497456
562,tondon,10.3667,-13.35,298.06,88,97,0.91,GN,1683497456
563,ribeira brava,32.65,-17.0667,294.1,78,2,2.28,PT,1683497456
564,el nido,11.1858,119.3956,300.3,83,89,2.39,PH,1683497456
565,itaituba,-4.2761,-55.9836,300.01,81,99,0.61,BR,1683497457
566,ishim,56.1128,69.4902,283.63,62,34,5.97,RU,1683497457
567,najran,17.4924,44.1277,299.51,22,55,1.58,SA,1683497185
568,valparaiso,-33.0393,-71.6273,290.28,65,0,2.57,CL,1683497367
569,sao jose do belmonte,-7.8614,-38.7597,298.2,47,65,3.17,BR,1683497457
570,tarinkot,32.6268,65.8733,287.59,35,0,2.46,AF,1683497457
571,goba,7.0167,39.9833,284.76,92,97,1.09,ET,1683497457
572,arkalyk,50.2486,66.9114,289.47,32,39,4.13,KZ,1683497458
573,boa vista,2.8197,-60.6733,300.14,89,75,2.06,BR,1683497261
574,dryden,49.7833,-92.7503,283.31,81,100,5.14,CA,1683497458
